Linha,Processo,Nome_Proponente,Instituicao,Nota_Final,Comite,Area_Conhecimento,Parecer_Comite,Resultado_Final,Valor_Aprovado
2,440708/2026-5,LIRIO SCHAEFFER Universidade Federal do Rio Grande do Sul,,"9,00",MM,Engenharia de Materiais e Metalúrgica,Recomendada,Aprovada,"R$ 20.000,00"
2,440567/2026-2,HERCILIO GOMES DE MELO Universidade de São Paulo,,"9,06",MM,Engenharia de Materiais e Metalúrgica,Recomendada,Aprovada,"R$ 20.000,00"
2,441252/2026-5,SILVIO ROMERO DE BARROS Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,,"9,17",MM,Engenharia de Materiais e Metalúrgica,Recomendada,Aprovada,"R$ 25.000,00"
2,440347/2026-2,CARLOS ALEXANDRE DOS SANTOS Pontifícia Universidade Católica do Rio Grande do Sul,,"7,22",MM,Engenharia de Materiais e Metalúrgica,Recomendada,Aprovada,"R$ 5.000,00"
2,440350/2026-3,ANTONIO CEZAR FARIA VILELA Associação Brasileira de Metalurgia e Materiais,,"10,00",MM,Engenharia de Materiais e Metalúrgica,Recomendada,Aprovada,"R$ 60.000,00"
2,460199/2025-0,OTAVIO BIANCHI Universidade Federal do Rio Grande do Sul,,"9,67",MM,Engenharia de Materiais e Metalúrgica,Recomendada,Aprovada,"R$ 25.000,00"
2,441014/2026-7,"FRANCISCO ALFARO Associação de Ensino, Pesquisa e Extensão Biopark",,"7,78",MM,Engenharia de Materiais e Metalúrgica,Recomendada,Aprovada,"R$ 20.000,00"
2,440956/2026-9,VIVIANE FARIAS SILVA Universidade Federal de Campina Grande,,"9,22",MM,Engenharia de Minas,Recomendada,Aprovada,"R$ 25.000,00"
2,440437/2026-1,CONSTANCIA FLAVIA JUNQUEIRA AYRES LOPES Fundação Oswaldo Cruz,,"9,90",MP,Parasitologia,Recomendada,Aprovada,"R$ 20.000,00"
2,441185/2026-6,MARCELO PELAJO MACHADO Fundação Oswaldo Cruz,,"9,94",MP,Parasitologia,Recomendada,Aprovada,"R$ 20.000,00"
2,440573/2026-2,LUIS AUGUSTO NERO Universidade Federal de Viçosa,,"9,88",MP,Microbiologia,Recomendada,Aprovada,"R$ 20.000,00"
2,460069/2025-0,ALDO ANGELO MOREIRA LIMA Universidade Federal do Ceará,,"9,92",MP,Microbiologia,Recomendada,Aprovada,"R$ 20.000,00"
2,440831/2026-1,ALDA MARIA DA CRUZ Universidade do Estado do Rio de Janeiro,,"10,00",MP,Parasitologia,Recomendada,Aprovada,"R$ 35.000,00"
2,440250/2026-9,ARIEL MARIANO SILBER Sociedade Brasileira de Protozoologia,,"9,96",MP,Parasitologia,Recomendada,Aprovada,"R$ 35.000,00"
2,440505/2026-7,RODRIGO GURGEL GONCALVES Universidade de Brasília,,"9,86",MP,Parasitologia,Recomendada,Aprovada,"R$ 20.000,00"
2,440478/2026-0,TIAGO WILSON PATRIARCA MINEO Sociedade Brasileira de Protozoologia,,"9,84",MP,Parasitologia,Recomendada,Aprovada,"R$ 20.000,00"
2,440223/2026-1,BETANIA PAIVA DRUMOND Universidade Federal de Alagoas,,"9,98",MP,Microbiologia,Recomendada,Aprovada,"R$ 35.000,00"
2,440720/2026-5,EDILSON SERPELONI CYRINO Universidade Estadual de Londrina,,"9,80",MS,Educação Física,Recomendada,Aprovada,"R$ 60.000,00"
2,441145/2026-4,EVANDRO CASSIANO DE LAZARI Universidade Estadual de Campinas,,"8,90",MS,Educação Física,Recomendada,Aprovada,"R$ 20.000,00"
2,440393/2026-4,GABRIEL GUSTAVO BERGMANN Universidade Federal de Pelotas,,"8,70",MS,Educação Física,Recomendada,Aprovada,"R$ 15.000,00"
2,440473/2026-8,LEANDRO CARLOS MAZZEI Universidade Estadual de Campinas,,"8,50",MS,Educação Física,Recomendada,Aprovada,"R$ 15.299,00"
2,440700/2026-4,JOAO OTACILIO LIBARDONI DOS SANTOS Universidade Federal do Amazonas,,"9,30",MS,Educação Física,Recomendada,Aprovada,"R$ 17.000,00"
2,440148/2026-0,NADIA CRISTINA VALENTINI Universidade Federal do Rio Grande do Sul,,"9,50",MS,Educação Física,Recomendada,Aprovada,"R$ 20.000,00"
2,440795/2026-5,FERNANDO MARINHO MEZZADRI Universidade Federal do Paraná,,"9,10",MS,Educação Física,Recomendada,Aprovada,"R$ 20.000,00"
2,460232/2025-8,FABIO JUNER LANFERDINI Universidade Federal de Santa Maria,,"8,60",MS,Educação Física,Recomendada,Aprovada,"R$ 20.000,00"
2,440650/2026-7,FERNANDO GARBELOTO DOS SANTOS Universidade de São Paulo,,"8,40",MS,Educação Física,Recomendada,Aprovada,"R$ 15.000,00"
2,441240/2026-7,MANUELA LIMA CARVALHO DA ROCHA Universidade Federal do Pará,,"9,01",MS,Fisioterapia e Terapia Ocupacional,Recomendada,Aprovada,"R$ 10.000,00"
2,440989/2026-4,LUIS VICENTE FRANCO DE OLIVEIRA Universidade Evangélica de Goiás,,"10,00",MS,Fisioterapia e Terapia Ocupacional,Recomendada,Aprovada,"R$ 24.000,00"
2,441091/2026-1,JULIANA MARTINS PINTO Universidade de Brasília,,"9,90",MS,Fisioterapia e Terapia Ocupacional,Recomendada,Aprovada,"R$ 24.000,00"
2,440336/2026-0,CRISTINE HOMSI JORGE Universidade de São Paulo,,"9,40",MS,Fisioterapia e Terapia Ocupacional,Recomendada,Aprovada,"R$ 24.000,00"
2,440481/2026-0,ADRIANA CLAUDIA LUNARDI ASSOBRAFIR,,"9,20",MS,Fisioterapia e Terapia Ocupacional,Recomendada,Aprovada,"R$ 13.300,00"
2,440742/2026-9,ADRIANE RIBEIRO TEIXEIRA Academia Brasileira de Audiologia,,"10,00",MS,Fonoaudiologia,Recomendada,Aprovada,"R$ 24.812,00"
2,440579/2026-0,CINTIA ALVES SALGADO AZONI Associação Brasileira de Neurologia e Psiquiatria,,"8,35",MS,Fonoaudiologia,Recomendada,Aprovada,"R$ 24.800,00"
2,440503/2026-4,MAURICIO SHIMABUKURO Universidade Federal do Rio Grande,,"8,22",OC,Oceanografia,Recomendada,Aprovada,"R$ 20.000,00"
2,440716/2026-8,MAURO CIRANO Universidade Federal do Rio de Janeiro,,"9,44",OC,Oceanografia,Recomendada,Aprovada,"R$ 30.000,00"
2,440781/2026-4,KYSSYANNE SAMIHRA SANTOS OLIVEIRA Universidade Federal do Espírito Santo,,"8,94",OC,Oceanografia,Recomendada,Aprovada,"R$ 30.000,00"
2,440092/2026-4,VALENTIM ADELINO RICARDO BARAO Sociedade Brasileira de Pesquisa Odontológica,,"10,00",OD,Odontologia,Recomendada,Aprovada,"R$ 50.000,00"
2,440353/2026-2,MARCELO GIANNINI Universidade Estadual de Campinas,,"9,98",OD,Odontologia,Recomendada,Aprovada,"R$ 30.000,00"
2,440797/2026-8,JOSE ROBERTO DE OLIVEIRA BAUER Universidade Federal do Maranhão,,"9,99",OD,Odontologia,Recomendada,Aprovada,"R$ 30.000,00"
2,441219/2026-8,THYCIANA RODRIGUES RIBEIRO Universidade Federal do Ceará,,"9,96",OD,Odontologia,Recomendada,Aprovada,"R$ 20.000,00"
2,441215/2026-2,ADRIANA FRANCO PAES LEME Centro Nacional de Pesquisa em Energia e Materiais,,"9,97",OD,Odontologia,Recomendada,Aprovada,"R$ 20.000,00"
2,440661/2026-9,RAONI ROCHA SIMOES Universidade Federal de Ouro Preto,,"8,89",PE,Engenharia de Produção,Recomendada,Aprovada,"R$ 30.000,00"
2,441000/2026-6,JOSE RODRIGUES DE FARIAS FILHO Universidade Federal Fluminense,,"7,28",PE,Engenharia de Produção,Recomendada,Aprovada,"R$ 5.000,00"
2,440234/2026-3,OSVALDO LUIZ GONCALVES QUELHAS Universidade Federal Fluminense,,"8,94",PE,Engenharia de Produção,Recomendada,Aprovada,"R$ 30.000,00"
2,440084/2026-1,RENATA MELO E SILVA DE OLIVEIRA Universidade do Estado do Pará,,"8,17",PE,Engenharia de Produção,Recomendada,Aprovada,"R$ 24.000,00"
2,440494/2026-5,PAULA DE CAMARGO FIORINI Universidade Estadual Paulista Júlio de Mesquita Filho,,"8,22",PE,Engenharia de Produção,Recomendada,Aprovada,"R$ 25.000,00"
2,440085/2026-8,GLAYDSTON MATTOS RIBEIRO Universidade Federal do Rio de Janeiro,,"8,11",PE,Engenharia de Transportes,Recomendada,Aprovada,"R$ 10.000,00"
2,440302/2026-9,ROMULO DANTE ORRICO FILHO Universidade Federal do Rio de Janeiro,,"9,94",PE,Engenharia de Transportes,Recomendada,Aprovada,"R$ 48.000,00"
2,440436/2026-5,ELIANE CHRISTINE SANTOS DE CAMPOS Universidade Estadual de Londrina,,"9,39",PS,Serviço Social,Recomendada,Aprovada,"R$ 11.100,00"
2,440095/2026-3,SOLANGE MARIA TEIXEIRA Universidade Federal do Piauí,,"9,70",PS,Serviço Social,Recomendada,Aprovada,"R$ 17.100,00"
2,440277/2026-4,JOANA VALENTE SANTANA Universidade Federal do Pará,,"9,89",PS,Serviço Social,Recomendada,Aprovada,"R$ 45.100,00"
2,440949/2026-2,CLAUDIA HOFHEINZ GIACOMONI Pontifícia Universidade Católica de Campinas,,"8,39",PS,Psicologia,Recomendada,Aprovada,"R$ 20.000,00"
2,440063/2026-4,ANDRES EDUARDO AGUIRRE ANTUNEZ Associação Brasileira de Rorschach e Métodos Projetivos,,"9,61",PS,Psicologia,Recomendada,Aprovada,"R$ 12.375,00"
2,440453/2026-7,PALOMA CAVALCANTE BEZERRA DE MEDEIROS UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA,,"9,00",PS,Psicologia,Recomendada,Aprovada,"R$ 27.375,00"
2,440753/2026-0,ALEX SANDRO GOMES PESSOA Universidade Federal de São Carlos,,"9,83",PS,Psicologia,Recomendada,Aprovada,"R$ 31.375,00"
2,440842/2026-3,JONAS CARVALHO E SILVA Universidade Federal do Pará,,"8,78",PS,Psicologia,Recomendada,Aprovada,"R$ 20.000,00"
2,440710/2026-0,RODRIGO LOPES MIRANDA Universidade Católica Dom Bosco,,"9,50",PS,Psicologia,Recomendada,Aprovada,"R$ 27.375,00"
2,440078/2026-1,REBECA VALADAO BUSSINGER Universidade Federal do Sul da Bahia,,"9,67",PS,Psicologia,Recomendada,Aprovada,"R$ 31.375,00"
2,440047/2026-9,EMERSON FERNANDO RASERA Associação Nacional de Pesquisa e Pós-Graduação em Psicologia,,"9,86",PS,Psicologia,Recomendada,Aprovada,"R$ 31.375,00"
2,441200/2026-5,ELDA SILVA DO NASCIMENTO MELO Universidade Federal do Rio Grande do Norte,,"9,17",PS,Psicologia,Recomendada,Aprovada,"R$ 27.375,00"
2,441223/2026-5,ALEXANDRA CLEOPATRE TSALLIS Universidade do Estado do Rio de Janeiro,,"8,00",PS,Psicologia,Recomendada,Aprovada,"R$ 20.000,00"
2,440531/2026-8,ELIANA BOLORINO CANTEIRO MARTINS Universidade Estadual Paulista Júlio de Mesquita Filho,,"9,33",PS,Serviço Social,Recomendada,Aprovada,"R$ 8.600,00"
2,440312/2026-4,MARIA ISABEL BARROS BELLINI Pontifícia Universidade Católica do Rio Grande do Sul,,"8,67",PS,Serviço Social,Recomendada,Aprovada,"R$ 8.100,00"
2,440638/2026-7,MAYCOLN LEONI MARTINS TEODORO Sociedade Brasileira de Psicologia,,"10,00",PS,Psicologia,Recomendada,Aprovada,"R$ 31.375,00"
2,440564/2026-3,DAVID MOISES BARRETO DOS SANTOS Universidade Estadual de Feira de Santana,,"7,94",PS,Psicologia,Recomendada,Aprovada,"R$ 5.000,00"
2,440142/2026-1,LUIZ FERNANDO CAPPA DE OLIVEIRA Universidade Federal de Juiz de Fora,,"9,10",QU,Química,Recomendada,Aprovada,"R$ 12.000,00"
2,460111/2025-6,ELISA SOUZA ORTH Sociedade Brasileira de Química,,"10,00",QU,Química,Recomendada,Aprovada,"R$ 60.000,00"
2,440087/2026-0,JOSE GERMANO VERAS NETO Universidade Estadual da Paraíba,,"9,20",QU,Química,Recomendada,Aprovada,"R$ 12.000,00"
2,440873/2026-6,DAIANE DIAS Universidade Federal do Rio Grande,,"9,90",QU,Química,Recomendada,Aprovada,"R$ 24.000,00"
2,440658/2026-8,TIAGO ALMEIDA SILVA Universidade Federal de Viçosa,,"9,80",QU,Química,Recomendada,Aprovada,"R$ 24.000,00"
2,441300/2026-0,CLESIA CRISTINA NASCENTES Universidade Federal de Minas Gerais,,"9,50",QU,Química,Recomendada,Aprovada,"R$ 16.800,00"
2,440419/2026-3,AURORA PEREZ GRAMATGES Pontifícia Universidade Católica do Rio de Janeiro,,"9,40",QU,Química,Recomendada,Aprovada,"R$ 12.000,00"
2,441032/2026-5,CELIA MACHADO RONCONI Universidade Federal Fluminense,,"9,70",QU,Química,Recomendada,Aprovada,"R$ 18.000,00"
2,440324/2026-2,LIDIA MOREIRA LIMA Universidade Federal do Rio de Janeiro,,"8,90",QU,Química,Recomendada,Aprovada,"R$ 9.600,00"
2,440156/2026-2,AIRTON MARQUES DA SILVA Associação Brasileira de Química,,"9,00",QU,Química,Recomendada,Aprovada,"R$ 9.600,00"
2,440455/2026-0,JOAO BATISTA LOPES MARTINS Universidade de Brasília,,"9,31",QU,Química,Recomendada,Aprovada,"R$ 12.000,00"
2,440106/2026-5,JULIO CEZAR PASTRE Universidade Estadual de Campinas,,"9,60",QU,Química,Recomendada,Aprovada,"R$ 18.000,00"
2,440702/2026-7,ANGELICA DE CASSIA OLIVEIRA CARNEIRO Universidade Federal de Viçosa,,"9,67",RF,Recursos Florestais e Engenharia Florestal,Recomendada,Aprovada,"R$ 20.000,00"
2,440074/2026-6,RODRIGO JOSE FIRMINO Pontifícia Universidade Católica do Paraná,,"8,71",SA,Planejamento Urbano e Regional,Recomendada,Aprovada,"R$ 15.000,00"
2,440680/2026-3,LUCIANA CONCEICAO DE LIMA Universidade Federal do Rio Grande do Norte,,"9,67",SA,Demografia,Recomendada,Aprovada,"R$ 24.000,00"
2,440132/2026-6,MARIANA CICUTO BARROS Universidade Estadual Paulista Júlio de Mesquita Filho,,"8,89",SA,Planejamento Urbano e Regional,Recomendada,Aprovada,"R$ 15.000,00"
2,440434/2026-2,LEONARDO BARCI CASTRIOTA Universidade Federal de Minas Gerais,,"9,11",SA,Arquitetura e Urbanismo,Recomendada,Aprovada,"R$ 29.000,00"
2,440951/2026-7,VANESSA BORGES BRASILEIRO Universidade Federal de Minas Gerais,,"9,61",SA,Arquitetura e Urbanismo,Recomendada,Aprovada,"R$ 55.000,00"
2,441059/2026-0,ROSEANE DA CONCEICAO COSTA NORAT Universidade Federal do Pará,,"9,49",SA,Arquitetura e Urbanismo,Recomendada,Aprovada,"R$ 35.000,00"
2,440431/2026-3,RICARDO TREVISAN Universidade de Brasília,,"10,00",SA,Planejamento Urbano e Regional,Recomendada,Aprovada,"R$ 50.000,00"
2,440754/2026-7,CARLA HIRT Universidade Federal do Rio de Janeiro,,"8,67",SA,Planejamento Urbano e Regional,Recomendada,Aprovada,"R$ 10.000,00"
2,440539/2026-9,RENATA MARIA ABRANTES BARACHO PORTO Universidade Federal de Minas Gerais,,"8,78",SA,Planejamento Urbano e Regional,Recomendada,Aprovada,"R$ 20.000,00"
2,441041/2026-4,EVALDO GOMES JUNIOR Universidade Federal do Sul e Sudeste do Pará,,"9,06",SA,Planejamento Urbano e Regional,Recomendada,Aprovada,"R$ 30.000,00"
2,440941/2026-1,CAMILA DUTRA DOS SANTOS Universidade Estadual do Ceará,,"9,22",SA,Geografia,Recomendada,Aprovada,"R$ 25.000,00"
2,441138/2026-8,ANA PAULA CORREIA DE ARAUJO Universidade Federal de Mato Grosso do Sul,,"8,89",SA,Geografia,Recomendada,Aprovada,"R$ 13.000,00"
2,440023/2026-2,ALVARO HENRIQUE DE SOUZA FERREIRA Pontifícia Universidade Católica do Rio de Janeiro,,"8,90",SA,Geografia,Recomendada,Aprovada,"R$ 15.000,00"
2,440124/2026-3,BRENO VIOTTO PEDROSA Universidade Federal do Rio Grande do Sul,,"9,31",SA,Geografia,Recomendada,Aprovada,"R$ 30.000,00"
2,440600/2026-0,BRUNO MAIA HALLEY Universidade Estadual da Região Tocantina do MA,,"9,10",SA,Geografia,Recomendada,Aprovada,"R$ 25.000,00"
2,441309/2026-7,LINDON FONSECA MATIAS Universidade Estadual de Campinas,,"9,50",SA,Geografia,Recomendada,Aprovada,"R$ 55.000,00"
2,440582/2026-1,ERICSON HIDEKI HAYAKAWA Universidade Estadual do Oeste do Paraná,,"10,00",SA,Geociências,Recomendada,Aprovada,"R$ 35.000,00"
2,460174/2025-8,IARA SOARES DE FRANCA Universidade Estadual de Montes Claros,,"9,20",SA,Geografia,Recomendada,Aprovada,"R$ 30.000,00"
2,440147/2026-3,ADRIANO LUIS HECK SIMON Universidade Federal de Pelotas,,"9,99",SA,Geociências,Recomendada,Aprovada,"R$ 16.000,00"
2,441141/2026-9,THAIS ALESSANDRA BASTOS CAMINHA SANJAD Universidade Federal do Pará,,"9,33",SA,Arquitetura e Urbanismo,Recomendada,Aprovada,"R$ 29.000,00"
2,441224/2026-1,RENATA BAESSO PEREIRA Pontifícia Universidade Católica de Campinas,,"9,44",SA,Arquitetura e Urbanismo,Recomendada,Aprovada,"R$ 29.000,00"
2,440777/2026-7,ARMIN MATHIS Universidade Federal do Pará,,"8,61",SA,Planejamento Urbano e Regional,Recomendada,Aprovada,"R$ 10.000,00"
2,440671/2026-4,AMIRIA BEZERRA BRASIL Universidade Federal do Rio Grande do Norte,,"9,00",SA,Planejamento Urbano e Regional,Recomendada,Aprovada,"R$ 20.000,00"
2,440502/2026-8,PABLO FLORES LIMBERGER Universidade do Vale do Itajaí,,"8,00",SA,Turismo,Recomendada,Aprovada,"R$ 6.000,00"
2,440454/2026-3,DANIELLE FERNANDES COSTA MACHADO Universidade Federal de Minas Gerais,,"9,01",SA,Turismo,Recomendada,Aprovada,"R$ 20.000,00"
2,440162/2026-2,TIAGO SAVI MONDO Associação Nacional de Pesquisa e Pós-Graduação em Turismo,,"9,56",SA,Turismo,Recomendada,Aprovada,"R$ 28.000,00"
2,440594/2026-0,MAYLINE MENEZES DA MATA Instituto Nacional de Pesquisas da Amazônia,,"9,90",SN,Nutrição,Recomendada,Aprovada,"R$ 68.155,00"
2,460136/2025-9,ANGELICA BAPTISTA SILVA Fundação Oswaldo Cruz,,"9,00",SN,Saúde Coletiva,Recomendada,Aprovada,"R$ 51.508,00"
2,440653/2026-6,JOZIANA MUNIZ DE PAIVA BARCANTE Universidade Federal de Lavras,,"9,11",SN,Saúde Coletiva,Recomendada,Aprovada,"R$ 59.874,00"
2,440186/2026-9,ESTELA IRACI RABITO Universidade Federal do Paraná,,"9,33",SN,Nutrição,Recomendada,Aprovada,"R$ 68.155,00"
2,440894/2026-3,ZENI CARVALHO LAMY Universidade Federal do Maranhão,,"8,61",SN,Saúde Coletiva,Recomendada,Aprovada,"R$ 68.155,00"
2,441204/2026-0,MARCIO SANTOS DA NATIVIDADE Universidade Federal da Bahia,,"9,84",SN,Saúde Coletiva,Recomendada,Aprovada,"R$ 68.153,00"
2,440039/2026-6,FABIO DE SOUZA MENDONCA Universidade Federal Rural de Pernambuco,,"9,59",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440933/2026-9,ALICE RODRIGUES DE OLIVEIRA Universidade Federal da Bahia,,"8,90",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440349/2026-5,ANDRE LACERDA DE ABREU OLIVEIRA Associação Nacional de Clínicos Veterinários de Pequenos Animais - GO,,"9,61",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440396/2026-3,ARMANDO DE MATTOS CARVALHO Universidade Federal de Minas Gerais,,"9,67",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440711/2026-6,EMILY CORRENA CARLO REIS Universidade Federal de Viçosa,,"9,00",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440954/2026-6,JOSE PAES DE OLIVEIRA FILHO Universidade Estadual Paulista Júlio de Mesquita Filho,,"9,50",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440213/2026-6,RICARDO NASCIMENTO ARAUJO Universidade Federal de Minas Gerais,,"8,73",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440466/2026-1,ALEXANDRE ROSSETTO GARCIA Empresa Brasileira de Pesquisa Agropecuária,,"9,33",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440799/2026-0,MURILO VIEIRA DA SILVA Universidade Federal de Uberlândia,,"9,36",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,441282/2026-1,CLAUDIA BEZERRA DA SILVA Universidade Federal Rural do Rio de Janeiro,,"8,70",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440482/2026-7,DIDIER QUEVEDO CAGNINI Associacao Brasileira de Patologia Veterinaria,,"9,17",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440669/2026-0,IVAN CUNHA BUSTAMANTE FILHO Universidade de Brasília,,"9,44",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440021/2026-0,ROBERTO SARTORI FILHO Sociedade Brasileira de Tecnologia de Embriões,,"8,89",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,440643/2026-0,SANDRA MARA DA ENCARNACAO FIALA RECHSTEINER Universidade Federal de Pelotas,,"9,22",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 13.300,00"
2,460124/2025-0,JOSE EDUARDO SERRAO Universidade Federal de Viçosa,,"9,56",ZO,Zoologia,Recomendada,Aprovada,"R$ 38.100,00"
2,440843/2026-0,FABIO DE OLIVEIRA ROQUE Universidade Federal de Mato Grosso do Sul,,"9,00",ZO,Zoologia,Recomendada,Aprovada,"R$ 29.300,00"
2,440876/2026-5,ANDRE VICTOR LUCCI FREITAS Universidade Estadual de Campinas,,"9,11",ZO,Zoologia,Recomendada,Aprovada,"R$ 38.000,00"
2,440407/2026-5,FERNANDO ZAGURY VAZ DE MELLO Universidade Federal de Mato Grosso,,"9,78",ZO,Zoologia,Recomendada,Aprovada,"R$ 47.000,00"
2,440915/2026-0,LUCIANO TREVIZAN Universidade Federal do Rio Grande do Sul,,"7,83",ZT,Zootecnia,Recomendada,Aprovada,"R$ 20.000,00"
2,440723/2026-4,STELIO BEZERRA PINHEIRO DE LIMA Universidade Federal do Piauí,,"9,89",ZT,Zootecnia,Recomendada,Aprovada,"R$ 40.000,00"
2,460229/2025-7,FAGNER D AMBROSO FERNANDES Universidade Federal de Santa Maria,,"8,33",ZT,Zootecnia,Recomendada,Aprovada,"R$ 20.000,00"
2,440920/2026-4,MARINA DE ARRUDA CAMARGO DANES Universidade Federal de Lavras,,"9,78",ZT,Zootecnia,Recomendada,Aprovada,"R$ 40.000,00"
2,440178/2026-6,MARCUS ROBERTO GOES FERREIRA COSTA Instituto Federal do Ceará,,"9,20",ZT,Zootecnia,Recomendada,Aprovada,"R$ 40.000,00"
3,441281/2026-5,MARCIO FERREIRA DA SILVA UFMA - Universidade Federal do Maranhão,,"8,44",AC,Ciência da Informação,Recomendada,Aprovada,"R$ 10.000,00"
3,441277/2026-8,ROGERIO APARECIDO SA RAMALHO Instituto de Informação para Inovação,,"8,94",AC,Ciência da Informação,Recomendada,Aprovada,"R$ 11.000,00"
3,440144/2026-4,JOSE CLAUDIO ALVES DE OLIVEIRA Universidade Federal da Bahia,,"7,72",AC,Museologia,Recomendada,Aprovada,"R$ 10.000,00"
3,440181/2026-7,EDIVANIO DUARTE DE SOUZA Universidade Federal de Alagoas,,"9,56",AC,Ciência da Informação,Recomendada,Aprovada,"R$ 12.000,00"
3,440525/2026-8,LUCIANA CANDIDA DA SILVA Universidade Federal de Goiás,,"9,33",AC,Ciência da Informação,Recomendada,Aprovada,"R$ 12.000,00"
3,440790/2026-3,CARLOS HUMBERTO FERREIRA SILVA JUNIOR Universidade Federal de Lavras,,"9,22",AC,Comunicação,Recomendada,Aprovada,"R$ 10.000,00"
3,440080/2026-6,ARTHUR CEZAR DE ARAUJO ITUASSU FILHO Pontifícia Universidade Católica do Rio de Janeiro,,"9,44",AC,Comunicação,Recomendada,Aprovada,"R$ 10.000,00"
3,440965/2026-8,LUCIANE DE FATIMA BECKMAN CAVALCANTE Instituto Brasileiro de Informação em Ciência e Tecnologia,,"9,67",AC,Ciência da Informação,Recomendada,Aprovada,"R$ 13.000,00"
3,460081/2025-0,CAROLINE PAULETTO SPANHOL Universidade Federal de Mato Grosso do Sul,,"8,27",AE,Administração,Recomendada,Aprovada,"R$ 24.000,00"
3,441046/2026-6,ANA PAULA MORENO PINHO Universidade Federal do Ceará,,"8,30",AE,Administração,Recomendada,Aprovada,"R$ 22.000,00"
3,460116/2025-8,MAGNUS LUIZ EMMENDOERFER Universidade Federal de Viçosa,,"8,92",AE,Administração,Recomendada,Aprovada,"R$ 27.000,00"
3,441202/2026-8,EDNALVA FELIX DAS NEVES Universidade Federal de Santa Maria,,"9,22",AE,Economia,Recomendada,Aprovada,"R$ 11.284,15"
3,440897/2026-2,VALCEMIRO NOSSA FUCAPE,,"8,89",AE,Administração,Recomendada,Aprovada,"R$ 10.000,00"
3,440980/2026-7,CAROLINA DA SILVEIRA BUENO Universidade Estadual de Campinas,,"10,00",AE,Economia,Recomendada,Aprovada,"R$ 30.000,00"
3,441082/2026-2,RAFAEL DE LUCENA PERINI Universidade de Caxias do Sul,,"8,91",AE,Administração,Recomendada,Aprovada,"R$ 27.000,00"
3,440477/2026-3,RAUL GUARINI RIVA Fundação Getúlio Vargas,,"9,33",AE,Economia,Recomendada,Aprovada,"R$ 20.000,00"
3,440739/2026-8,HENRIQUE ANTUNES DE SOUZA Empresa Brasileira de Pesquisa Agropecuária,,"8,48",AG,Agronomia,Recomendada,Aprovada,"R$ 9.421,00"
3,440837/2026-0,TAVVS MICAEL ALVES Instituto Federal Goiano,,"8,11",AG,Agronomia,Recomendada,Aprovada,"R$ 5.059,00"
3,441316/2026-3,NUNO RODRIGO MADEIRA Empresa Brasileira de Pesquisa Agropecuária,,"9,78",AG,Agronomia,Recomendada,Aprovada,"R$ 8.000,00"
3,440328/2026-8,NILTON CEZAR CARRARO Universidade Federal de São Carlos,,"9,11",AG,Agronomia,Recomendada,Aprovada,"R$ 8.000,00"
3,440112/2026-5,FABIO LUIZ PARTELLI Universidade Federal do Espírito Santo,,"9,00",AG,Agronomia,Recomendada,Aprovada,"R$ 8.000,00"
3,440825/2026-1,DANIELA BARROS DE OLIVEIRA RIBEIRO Universidade Estadual do Norte Fluminense Darcy Ribeiro,,"9,06",AG,Agronomia,Recomendada,Aprovada,"R$ 8.000,00"
3,440212/2026-0,LUIS FELIPE VILLANI PURQUERIO Instituto Agronômico de Campinas,,"9,22",AG,Agronomia,Recomendada,Aprovada,"R$ 8.000,00"
3,441275/2026-5,PRISCILA LUPINO GRATAO Universidade Estadual Paulista Júlio de Mesquita Filho,,"9,12",AG,Agronomia,Recomendada,Aprovada,"R$ 5.000,00"
3,440346/2026-6,JULIANO GARAVAGLIA FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,,"8,33",AL,Ciência e Tecnologia de Alimentos,Recomendada,Aprovada,"R$ 18.000,00"
3,440874/2026-2,BRUNO RICARDO DE CASTRO LEITE JUNIOR Universidade Federal de Viçosa,,"9,00",AL,Ciência e Tecnologia de Alimentos,Recomendada,Aprovada,"R$ 18.000,00"
3,440537/2026-6,PAULO HENRIQUE MACHADO DE SOUSA Universidade Federal do Ceará,,"8,83",AL,Ciência e Tecnologia de Alimentos,Recomendada,Aprovada,"R$ 18.000,00"
