Linha,Processo,Nome_Proponente,Instituicao,Nota_Final,Comite,Area_Conhecimento,Parecer_Comite,Resultado_Final,Valor_Aprovado
2,441011/2026-8,CARLOS PERNISA JUNIOR Universidade Federal de Juiz de Fora,,"8,67",AC,Comunicação Recomendada Não Aprovada -,,,
2,440435/2026-9,CRISTIANO MAX PEREIRA PINHEIRO Pontifícia Universidade Católica do Rio Grande do Sul,,"7,39",AC,Comunicação Recomendada Não Aprovada -,,,
2,440599/2026-1,VIKTOR HENRIQUE CARNEIRO DE SOUZA CHAGAS Universidade Federal Fluminense,,"9,22",AC,Comunicação Recomendada Não Aprovada -,,,
2,440668/2026-3,LIVIA FERNANDA NERY DA SILVA Universidade Federal do Piauí,,"9,28",AC,Comunicação Recomendada Não Aprovada -,,,
2,440692/2026-1,GABRIELA MACHADO RAMOS DE ALMEIDA Escola Superior de Propaganda e Marketing,,"9,11",AC,Comunicação Recomendada Não Aprovada -,,,
2,440824/2026-5,JOAO CARLOS MASSAROLO Universidade Federal de São Carlos,,"9,17",AC,Comunicação Recomendada Não Aprovada -,,,
2,440902/2026-6,JANAINA DA SILVA FERREIRA Universidade Federal do Rio de Janeiro,,"7,00",AE,Administração Recomendada Não Aprovada -,,,
2,440555/2026-4,FERNANDA FILGUEIRAS SAUERBRONN Universidade Federal do Rio de Janeiro,,"7,11",AE,Administração Recomendada Não Aprovada -,,,
2,440975/2026-3,DANIEL THOMAZ GIACOMELLI NUNES MACIEL Universidade Federal de Mato Grosso,,"8,11",AE,Economia Recomendada Não Aprovada -,,,
2,440984/2026-2,"ADEBARO ALVES DOS REIS Instituto Federal de Educação, Ciência e Tecnologia do Pará",,"8,22",AE,Economia Recomendada Não Aprovada -,,,
2,440205/2026-3,FELIPE FERREIRA SILVA INSTITUTO DE ESTUDOS E PESQUISAS ESTRATEGICAS (IEPE),,"8,44",AE,Economia Recomendada Não Aprovada -,,,
2,440316/2026-0,ROBSON DE QUEIROZ MONTEIRO Universidade Federal do Rio de Janeiro,,"9,30",BF,Bioquímica Recomendada Não Aprovada -,,,
2,460158/2025-2,PEDRO LAGERBLAD DE OLIVEIRA Sociedade Brasileira de Bioquímica e Biologia Molecular,,"8,80",BF,Bioquímica Recomendada Não Aprovada -,,,
2,440576/2026-1,RODRIGO JULIANI SIQUEIRA DALMOLIN Universidade Federal do Rio Grande do Norte,,"9,10",BF,Bioquímica Recomendada Não Aprovada -,,,
2,441264/2026-3,WIM MAURITS SYLVAIN DEGRAVE Fundação Oswaldo Cruz,,"8,90",BF,Bioquímica Recomendada Não Aprovada -,,,
2,440693/2026-8,EMANUEL MALTEMPI DE SOUZA Universidade Federal do Paraná,,"9,90",BF,Bioquímica Recomendada Não Aprovada -,,,
2,441042/2026-0,BRUNO LOURENCO DIAZ Universidade Federal do Rio de Janeiro,,"9,80",BF,Farmacologia Recomendada Não Aprovada -,,,
2,440427/2026-6,LEANDRO JOSE BERTOGLIO Universidade Federal de Santa Catarina,,"9,20",BF,Farmacologia Recomendada Não Aprovada -,,,
2,441315/2026-7,ROSANE GOMEZ Universidade Federal do Rio Grande do Sul,,"9,00",BF,Farmacologia Recomendada Não Aprovada -,,,
2,440416/2026-4,JOAO PAULO JACOB SABINO Universidade Federal do Piauí,,"9,70",BF,Fisiologia Recomendada Não Aprovada -,,,
2,440926/2026-2,GUSTAVO RODRIGUES PEDRINO Federação das Sociedades de Biologia Experimental,,"9,40",BF,Fisiologia Recomendada Não Aprovada -,,,
2,440041/2026-0,JOSIANE DE CAMPOS CRUZ Universidade Federal da Paraíba,,"8,60",BF,Fisiologia Recomendada Não Aprovada -,,,
2,440706/2026-2,LUAN PEREIRA DINIZ Universidade Federal do Rio de Janeiro,,"8,70",BF,Bioquímica Recomendada Não Aprovada -,,,
2,440362/2026-1,GISLAINE ZILLI REUS Universidade do Extremo Sul Catarinense,,"9,50",BF,Farmacologia Recomendada Não Aprovada -,,,
2,440067/2026-0,THIAGO VERANO-BRAGA Universidade Federal de Minas Gerais,,"9,60",BF,Bioquímica Recomendada Não Aprovada -,,,
2,440358/2026-4,VIVIAN ALONSO GOULART Universidade Federal de Uberlândia,,"9,53",BI,Biotecnologia Recomendada Não Aprovada -,,,
2,440237/2026-2,RAFAELA DAS DORES PEREIRA Fundação Biominas,,"9,44",BI,Biotecnologia Recomendada Não Aprovada -,,,
2,441093/2026-4,ANA CLAUDIA DIAS DE OLIVEIRA Associação Brasileira das Indústrias de Química Fina,,"9,37",BI,Biotecnologia Recomendada Não Aprovada -,,,
2,440758/2026-2,LUANA WALRAVENS BERGAMO Universidade Estadual de Campinas,,"9,19",BI,Biotecnologia Recomendada Não Aprovada -,,,
2,440852/2026-9,PEDRO MILET MEIRELLES Universidade Federal da Bahia,,"9,50",CA,Ciências Ambientais Recomendada Não Aprovada -,,,
2,440318/2026-2,CARLOS VITOR DE ALENCAR CARVALHO UNIVERSIDADE DE VASSOURAS,,"9,30",CA,Ciências Ambientais Recomendada Não Aprovada -,,,
2,440200/2026-1,ALDARA DA SILVA CESAR Universidade Federal Fluminense,,"9,20",CA,Ciências Ambientais Recomendada Não Aprovada -,,,
2,441027/2026-1,PATRICIA BILOTTA Centro Universitário Augusto Motta,,"9,40",CA,Ciências Ambientais Recomendada Não Aprovada -,,,
2,440366/2026-7,CARLA TACIANA LIMA LOURENCO SILVA SCHUENEMANN Universidade Federal de Pernambuco,,"7,50",CC,Ciência da Computação Recomendada Não Aprovada -,,,
2,440412/2026-9,LUIS CARLOS ERPEN DE BONA Universidade Estadual do Oeste do Paraná,,"7,60",CC,Ciência da Computação Recomendada Não Aprovada -,,,
2,440878/2026-8,AWDREN DE LIMA FONTAO Universidade Federal de Mato Grosso do Sul,,"7,40",CC,Ciência da Computação Recomendada Não Aprovada -,,,
2,441052/2026-6,DANILO BUSCATTO MEDEIROS Universidade Federal de Minas Gerais,,"10,00",CS,Ciência Política Recomendada Não Aprovada -,,,
2,440849/2026-8,ORIDES MEZZAROBA Universidade Federal de Santa Catarina,,"10,00",CS,Direito Recomendada Não Aprovada -,,,
2,460108/2025-5,CLOVIS DEMARCHI Universidade do Vale do Itajaí,,"9,07",CS,Direito Recomendada Não Aprovada -,,,
2,440449/2026-0,MARCO AURELIO DIAS DE SOUZA Universidade Federal de Sergipe,,"8,78",CS,Sociologia Recomendada Não Aprovada -,,,
2,441291/2026-0,ROBERTO ALVES DE ARRUDA Universidade do Estado de Mato Grosso,,"8,06",ED,Educação Recomendada Não Aprovada -,,,
2,440697/2026-3,FRANCISCO JORGE ARSEGO QUADROS DE OLIVEIRA Associação Brasileira de Educação Médica,,"7,50",ED,Educação Recomendada Não Aprovada -,,,
2,441163/2026-2,LEONARDO DA SILVEIRA BORNE Universidade Federal de Mato Grosso,,"7,94",ED,Educação Recomendada Não Aprovada -,,,
2,440714/2026-5,SILVIO ROBERTO CONSONNI Universidade Estadual de Campinas,,"8,89",ED,Educação Recomendada Não Aprovada -,,,
2,440377/2026-9,ALEXANDRA GARCIA FERREIRA LIMA Universidade do Estado do Rio de Janeiro,,"8,33",ED,Educação Recomendada Não Aprovada -,,,
2,440760/2026-7,NILDA GUIMARAES ALVES Universidade do Estado do Rio de Janeiro,,"8,78",ED,Educação Recomendada Não Aprovada -,,,
2,441293/2026-3,CRISTINA COUTINHO DE OLIVEIRA Instituto Federal do Amapá,,"8,78",ED,Educação Recomendada Não Aprovada -,,,
2,441192/2026-2,JONSON NEY DIAS DA SILVA Universidade Estadual do Sudoeste da Bahia,,"8,78",ED,Educação Recomendada Não Aprovada -,,,
2,441229/2026-3,ANA CLEDINA RODRIGUES GOMES Universidade Federal do Pará,,"8,83",ED,Educação Recomendada Não Aprovada -,,,
2,440210/2026-7,JOAO CARLOS KRAUSE Universidade Regional Integrada do Alto Uruguai e das Missões,,"7,89",ED,Educação Recomendada Não Aprovada -,,,
2,440425/2026-3,JOAO GUILHERME DE SOUZA CORREA Universidade Estadual do Paraná,,"7,33",ED,Educação Recomendada Não Aprovada -,,,
2,441140/2026-2,RACQUEL VALERIO MARTINS Universidade Estadual do Ceará,,"8,56",ED,Educação Recomendada Não Aprovada -,,,
2,441183/2026-3,AMANDA MOTTA CASTRO Universidade Federal do Rio Grande,,"8,33",ED,Educação Recomendada Não Aprovada -,,,
2,440925/2026-6,ROCHELE DA SILVA SANTAIANA Universidade Estadual do Rio Grande do Sul,,"8,11",ED,Educação Recomendada Não Aprovada -,,,
2,440633/2026-5,JOHANNES DOLL Universidade Federal do Rio Grande do Sul,,"8,33",ED,Educação Recomendada Não Aprovada -,,,
2,440595/2026-6,"MARCELO PEREIRA MARUJO Instituto de Ciência, Tecnologia e de Inovação Sustentável Global",,"8,22",ED,Educação Recomendada Não Aprovada -,,,
2,440724/2026-0,RICARDO JOSE DE SOUZA SILVA Serviço Nacional de Aprendizagem Comercial - PE,,"8,78",ED,Educação Recomendada Não Aprovada -,,,
2,440389/2026-7,BRUNO LUCIO MENESES NASCIMENTO Universidade Estadual da Região Tocantina do MA,,"7,06",ED,Educação Recomendada Não Aprovada -,,,
2,460151/2025-8,FABIO ALEXANDRE BORGES Universidade Estadual de Maringá,,"8,89",ED,Educação Recomendada Não Aprovada -,,,
2,440893/2026-7,FRANCINEY CARVALHO PALHETA Universidade Federal do Pará,,"7,78",ED,Educação Recomendada Não Aprovada -,,,
2,440588/2026-0,ISABEL GOMES RODRIGUES MARTINS Universidade Federal do Rio de Janeiro,,"8,89",ED,Educação Recomendada Não Aprovada -,,,
2,441319/2026-2,MARIA DOLORES FORTES ALVES Universidade Federal de Alagoas,,"8,67",ED,Educação Recomendada Não Aprovada -,,,
2,441147/2026-7,MANUEL BANDEIRA DOS SANTOS NETO Universidade Estadual do Ceará,,"8,28",ED,Educação Recomendada Não Aprovada -,,,
2,440766/2026-5,RICARDO SCUCUGLIA RODRIGUES DA SILVA Universidade Estadual Paulista Júlio de Mesquita Filho,,"8,67",ED,Educação Recomendada Não Aprovada -,,,
2,440935/2026-1,IRINEU MARIO COLOMBO Fundação Parque Tecnológico Itaipu Brasil,,"7,11",ED,Educação Recomendada Não Aprovada -,,,
2,460178/2025-3,IRAN ABREU MENDES Universidade Federal do Pará,,"8,22",ED,Educação Recomendada Não Aprovada -,,,
2,440271/2026-6,MARIA AUXILIADORA MOREIRA DOS SANTOS SCHMIDT Universidade Federal do Paraná,,"8,44",ED,Educação Recomendada Não Aprovada -,,,
2,440900/2026-3,FABIANE CRISTINA HOPNER NOGUTI Universidade Federal de Santa Maria,,"7,89",ED,Educação Recomendada Não Aprovada -,,,
2,440169/2026-7,LILIAN DE ARAGAO BASTOS DO VALLE Universidade Estadual de Campinas,,"7,89",ED,Educação Recomendada Não Aprovada -,,,
2,441279/2026-0,ANA CAROLINA GALVAO MARSIGLIA Universidade Federal do Espírito Santo,,"8,00",ED,Educação Recomendada Não Aprovada -,,,
2,441265/2026-0,LEILYANE OLIVEIRA ARAUJO MASSON Universidade Federal de Goiás,,"7,89",ED,Educação Recomendada Não Aprovada -,,,
2,440801/2026-5,PAULO ANTONIO LIBONI FILHO Universidade Estadual de Londrina,,"8,44",ED,Educação Recomendada Não Aprovada -,,,
2,440853/2026-5,ANALDINO PINHEIRO SILVA FILHO Universidade Federal do Recôncavo da Bahia,,"7,94",ED,Educação Recomendada Não Aprovada -,,,
2,440651/2026-3,VERA LUCIA MESSIAS FIALHO CAPELLINI Universidade Estadual Paulista Júlio de Mesquita Filho,,"8,61",ED,Educação Recomendada Não Aprovada -,,,
2,441114/2026-1,EDSON PANTALEAO ALVES Universidade Federal do Espírito Santo,,"8,67",ED,Educação Recomendada Não Aprovada -,,,
2,441098/2026-6,ROMILSON MARTINS SIQUEIRA Universidade do Estado da Bahia,,"8,73",ED,Educação Recomendada Não Aprovada -,,,
2,440934/2026-5,MIRIAM FABIA ALVES Universidade Federal de Goiás,,"8,00",ED,Educação Recomendada Não Aprovada -,,,
2,440209/2026-9,CARINA ELISABETH MACIEL Universidade Federal de Mato Grosso do Sul,,"8,67",ED,Educação Recomendada Não Aprovada -,,,
2,440046/2026-2,MARCELO RICARDO PEREIRA Universidade Federal de Minas Gerais,,"7,00",ED,Educação Recomendada Não Aprovada -,,,
2,440160/2026-0,RICARDO GONCALVES SEVERO Universidade Federal do Rio Grande,,"9,00",ED,Educação Recomendada Não Aprovada -,,,
2,440981/2026-3,FABIANE SANTANA PREVITALI Universidade Federal de Uberlândia,,"8,44",ED,Educação Recomendada Não Aprovada -,,,
2,440914/2026-4,ANDRE DALA POSSA Instituto Federal de Santa Catarina,,"8,28",ED,Educação Recomendada Não Aprovada -,,,
2,440905/2026-5,DENNYS LEITE MAIA Universidade Federal do Rio Grande do Norte,,"8,67",ED,Educação Recomendada Não Aprovada -,,,
2,441242/2026-0,ADILSON CRISTIANO HABOWSKI Universidade Regional Integrada do Alto Uruguai e das Missões,,"8,39",ED,Educação Recomendada Não Aprovada -,,,
2,460152/2025-4,BRAIAN GARRITO VELOSO Universidade Federal de Lavras,,"8,44",ED,Educação Recomendada Não Aprovada -,,,
2,441015/2026-3,ELIZANDRA REGO DE VASCONCELOS Universidade Federal do Amazonas,,"8,00",ED,Educação Recomendada Não Aprovada -,,,
2,440297/2026-5,ANA CLAUDIA DA SILVA RODRIGUES Universidade Federal da Paraíba,,"8,44",ED,Educação Recomendada Não Aprovada -,,,
2,441125/2026-3,SYLVIA HELENA SOUZA DA SILVA BATISTA Universidade Federal de São Paulo,,"8,78",ED,Educação Recomendada Não Aprovada -,,,
2,440333/2026-1,MARIA CELIA LEME DA SILVA Instituto Federal de São Paulo,,"8,83",ED,Educação Recomendada Não Aprovada -,,,
2,440298/2026-1,ROSANA LOURO FERREIRA SILVA Universidade de São Paulo,,"8,67",ED,Educação Recomendada Não Aprovada -,,,
2,440424/2026-7,LUCIANE DE FATIMA BERTINI Universidade Federal de São Paulo,,"8,78",ED,Educação Recomendada Não Aprovada -,,,
2,440331/2026-9,RENAN SALDANHA GODOI Universidade de São Paulo,,"7,33",ED,Educação Recomendada Não Aprovada -,,,
2,440768/2026-8,SIMONE ALGERI Hospital de Clínicas de Porto Alegre,,"8,28",EF,Enfermagem Recomendada Não Aprovada -,,,
2,440713/2026-9,LILIA DE SOUZA NOGUEIRA Universidade de São Paulo,,"8,81",EF,Enfermagem Recomendada Não Aprovada -,,,
2,440832/2026-8,JULIO CESAR FABRIS Universidade Federal do Espírito Santo,,"8,43",FA,Física Recomendada Não Aprovada -,,,
2,441108/2026-1,ANA AMELIA BERGAMINI MACHADO Universidade Estadual de Campinas,,"8,28",FA,Física Recomendada Não Aprovada -,,,
2,440513/2026-0,ALEXANDRE DODONOV Universidade de Brasília,,"8,54",FA,Física Recomendada Não Aprovada -,,,
2,440182/2026-3,PATRICIA MATOS VIANA DE ALMEIDA Universidade Federal de Rondônia,,"8,21",FA,Física Recomendada Não Aprovada -,,,
2,441115/2026-8,PEDRO JOSE POMPEIA Instituto Tecnológico de Aeronáutica,,"8,39",FA,Física Recomendada Não Aprovada -,,,
2,440164/2026-5,CARLOS ALEXANDRE WUENSCHE DE SOUZA Instituto Nacional de Pesquisas Espaciais,,"8,48",FA,Astronomia Recomendada Não Aprovada -,,,
2,440928/2026-5,NELSON PINTO NETO Centro Brasileiro de Pesquisas Físicas,,"8,40",FA,Física Recomendada Não Aprovada -,,,
2,440197/2026-0,EDGAR DA ROCHA MARQUES Universidade do Estado do Rio de Janeiro,,"9,78",FI,Filosofia Recomendada Não Aprovada -,,,
2,440867/2026-6,MOACYR JESUS BARRETO DE MELO REGO Universidade Federal de Pernambuco,,"9,20",FR,Farmácia Recomendada Não Aprovada -,,,
2,441017/2026-6,JULIANA ALVARES TEODORO Universidade Federal do Rio Grande do Sul,,"7,80",FR,Farmácia Recomendada Não Aprovada -,,,
2,441151/2026-4,DENISE BRENTAN DA SILVA Universidade Federal de Mato Grosso do Sul,,"8,80",FR,Farmácia Recomendada Não Aprovada -,,,
2,440119/2026-0,PRISCILA DE SOUZA Universidade do Vale do Itajaí,,"8,60",FR,Farmácia Recomendada Não Aprovada -,,,
2,440884/2026-8,LAVINIA SCHULER FACCINI Universidade Federal do Rio Grande do Sul,,"9,11",GE,Genética Recomendada Não Aprovada -,,,
2,460183/2025-7,FRANCISCO DE ASSIS DE SOUSA NASCIMENTO Universidade Federal do Piauí,,"8,83",HI,História Recomendada Não Aprovada -,,,
2,440049/2026-1,MARLON BRANDT Universidade Federal da Fronteira Sul,,"8,81",HI,História Recomendada Não Aprovada -,,,
2,440566/2026-6,AGUINALDO RODRIGUES GOMES Universidade Federal de Mato Grosso do Sul,,"8,00",HI,História Recomendada Não Aprovada -,,,
2,460056/2025-5,THIAGO ALVES DIAS Universidade de Pernambuco,,"8,00",HI,História Recomendada Não Aprovada -,,,
2,440577/2026-8,ANA SARA RIBEIRO PARENTE CORTEZ IRFFI Universidade Federal do Ceará,,"8,61",HI,História Recomendada Não Aprovada -,,,
2,440276/2026-8,RODRIGO PEREZ OLIVEIRA Universidade Federal da Bahia,,"8,67",HI,História Recomendada Não Aprovada -,,,
2,440593/2026-3,LEANDRO PIRES ARAUJO Universidade de São Paulo,,"9,00",IM,Imunologia Recomendada Não Aprovada -,,,
2,441113/2026-5,ANDERSON LUIS NUNES DA MATA Universidade de Brasília,,"9,56",LL,Letras Recomendada Não Aprovada -,,,
2,440261/2026-0,PEDRO DA SILVA BARBOSA Universidade Federal do Rio de Janeiro,,"9,08",LL,Letras Recomendada Não Aprovada -,,,
2,460237/2025-0,MATHEUX NOGUEIRA SCHWARTZMANN Universidade Estadual Paulista Júlio de Mesquita Filho,,"7,22",LL,Lingüística Recomendada Não Aprovada -,,,
2,440861/2026-8,FABIO RAMOS BARBOSA FILHO Universidade Federal do Rio Grande do Sul,,"7,00",LL,Lingüística Recomendada Não Aprovada -,,,
2,440877/2026-1,PIERO LUIS ZANETTI EYBEN Universidade de Brasília,,"9,22",LL,Letras Recomendada Não Aprovada -,,,
2,460234/2025-0,NAIARA SALES ARAUJO SANTOS Universidade Federal do Maranhão,,"9,11",LL,Letras Recomendada Não Aprovada -,,,
2,441130/2026-7,OSCAR ARMANDO HERNANDEZ MORALES Universidade Federal do Pará,,"8,47",MA,Matemática Recomendada Não Aprovada -,,,
2,440570/2026-3,JONISON LUCAS DOS SANTOS CARVALHO Universidade Federal de Sergipe,,"8,26",MA,Matemática Recomendada Não Aprovada -,,,
2,441144/2026-8,ANGELA LEITE MORENO Universidade Federal de Alfenas,,"8,66",MA,Matemática Recomendada Não Aprovada -,,,
2,440970/2026-1,ANTONIO JOSE DA SILVA Universidade Federal do Maranhão,,"6,78",MA,Matemática Recomendada Não Aprovada -,,,
2,440334/2026-8,RUFFO FREITAS-JUNIOR Universidade Federal de Goiás,,"9,33",MD,Medicina Recomendada Não Aprovada -,,,
2,440659/2026-4,HELOISA OLIVEIRA MAGALHAES BELCHIOR SOCIEDADE BRASILEIRA DE MASTOLOGIA - REGIONAL CEARA,,"8,33",MD,Medicina Recomendada Não Aprovada -,,,
2,441076/2026-2,MARCO STEPHAN LOFRANO ALVES Sociedade Brasileira de Cardiologia,,"8,61",MD,Medicina Recomendada Não Aprovada -,,,
2,440024/2026-9,JAYME ADRIANO FARINA JUNIOR Sociedade Brasileira de Queimaduras,,"9,67",MD,Medicina Recomendada Não Aprovada -,,,
2,440187/2026-5,ELIZABETH SILAID MUXFELDT Sociedade Brasileira de Hipertensão,,"9,67",MD,Medicina Recomendada Não Aprovada -,,,
2,440923/2026-3,FLAVIO EDUARDO NACUL Associação de Medicina Intensiva Brasileira,,"9,90",MD,Medicina Recomendada Não Aprovada -,,,
2,440977/2026-6,MARTIN HERNAN BONAMINO Associação Brasileira de Terapia Celular,,"8,44",MD,Medicina Recomendada Não Aprovada -,,,
2,440114/2026-8,MARCO ANDREY CIPRIANI FRADE Sociedade Brasileira de Hansenologia,,"9,94",MD,Medicina Recomendada Não Aprovada -,,,
2,440885/2026-4,CARLOS ROBERTO BRITES ALVES Universidade Federal da Bahia,,"8,67",MD,Medicina Recomendada Não Aprovada -,,,
2,440327/2026-1,GUSTAVO HENRIQUE SANTOS PEREIRA Grupo de Fígado do Rio de Janeiro,,"8,67",MD,Medicina Recomendada Não Aprovada -,,,
2,441092/2026-8,RUBENILSON CALDAS VALOIS Fundação HEMOPA,,"8,50",MD,Medicina Recomendada Não Aprovada -,,,
2,440558/2026-3,ENRICO GHIZONI Universidade Estadual de Campinas,,"8,11",MD,Medicina Recomendada Não Aprovada -,,,
2,440631/2026-2,BEATRIZ ELIZABETH BAGATIN VELEDA BERMUDEZ Universidade Federal do Paraná,,"8,39",MD,Medicina Recomendada Não Aprovada -,,,
2,460121/2025-1,ANTONIO EGIDIO NARDI Universidade Federal do Rio de Janeiro,,"8,89",MD,Medicina Recomendada Não Aprovada -,,,
2,440690/2026-9,LUCIANA RODRIGUES SILVA Universidade Federal da Bahia,,"8,00",MD,Medicina Recomendada Não Aprovada -,,,
2,441051/2026-0,ELIANA DE TOLEDO ISHIBASHI Universidade Estadual de Campinas,,"7,40",MS,Educação Física Recomendada Não Aprovada -,,,
2,440330/2026-2,RUBENS ANTONIO GURGEL VIEIRA Universidade Federal de Lavras,,"7,30",MS,Educação Física Recomendada Não Aprovada -,,,
2,440204/2026-7,LEONARDO VIDAL ANDREATO Centro de Ensino Superior de Maringá,,"8,10",MS,Educação Física Recomendada Não Aprovada -,,,
2,460135/2025-2,"PABLO TEIXEIRA SALOMAO Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul",,"7,50",MS,Educação Física Recomendada Não Aprovada -,,,
2,440646/2026-0,ROMILSON AUGUSTO DOS SANTOS Universidade Federal da Bahia,,"8,00",MS,Educação Física Recomendada Não Aprovada -,,,
2,440779/2026-0,LETICIA BARTHOLOMEU DE QUEIROZ LIMA Universidade Federal do Paraná,,"7,80",MS,Educação Física Recomendada Não Aprovada -,,,
2,440191/2026-2,PAULO HENRIQUE BORGES Universidade Federal de Santa Catarina,,"7,60",MS,Educação Física Recomendada Não Aprovada -,,,
2,440180/2026-0,FLAVIO ANTONIO DE SOUZA CASTRO Universidade Federal do Rio Grande do Sul,,"7,90",MS,Educação Física Recomendada Não Aprovada -,,,
2,440451/2026-4,MAURO VIRGILIO GOMES DE BARROS Universidade de Pernambuco,,"7,70",MS,Educação Física Recomendada Não Aprovada -,,,
2,441208/2026-6,IVAN GREGORIO SILVA MIGUEL Universidade Federal do Rio Grande,,"8,30",MS,Educação Física Recomendada Não Aprovada -,,,
2,441044/2026-3,JOSE MARQUES NOVO JUNIOR Universidade Federal de São Carlos,,"8,20",MS,Educação Física Recomendada Não Aprovada -,,,
2,440367/2026-3,LAURA FERREIRA DE REZENDE FRANCO ASSOCIACAO BRASILEIRA DE FISIOTERAPIA EM ONCOLOGIA - ABFO,,"8,32",MS,Fisioterapia e Terapia Ocupacional Recomendada Não Aprovada -,,,
2,440066/2026-3,PAULO HENRIQUE ALTRAN VEIGA Sociedade Brasileira de Fisioterapia,,"8,25",MS,Fisioterapia e Terapia Ocupacional Recomendada Não Aprovada -,,,
2,440388/2026-0,CARLOS ALBERTO EIRAS GARCIA Universidade Federal do Ceará,,"8,11",OC,Oceanografia Recomendada Não Aprovada -,,,
2,441031/2026-9,EDUARDO PIZA PELLIZZER Grupo Brasileiro de Reciclagem em Prótese e Implan,,"9,93",OD,Odontologia Recomendada Não Aprovada -,,,
2,440343/2026-7,DANIEL DE ALMEIDA DECURCIO Associação de Endodontia Brasileira,,"9,95",OD,Odontologia Recomendada Não Aprovada -,,,
2,440589/2026-6,JOSE ANTONIO POLI DE FIGUEIREDO Universidade Federal do Rio Grande do Sul,,"9,94",OD,Odontologia Recomendada Não Aprovada -,,,
2,460159/2025-9,LUZINEIDE WANDERLEY TINOCO Universidade Federal de Mato Grosso do Sul,,"8,80",QU,Química Recomendada Não Aprovada -,,,
2,440500/2026-5,GLEISON AUGUSTO DOS SANTOS Universidade Federal de Viçosa,,"9,12",RF,Recursos Florestais e Engenharia Florestal Recomendada Não Aprovada -,,,
2,440548/2026-8,PAULO GUSTAVO VON KRUGER Universidade Federal de Minas Gerais,,"8,94",SA,Arquitetura e Urbanismo Recomendada Não Aprovada -,,,
2,440572/2026-6,DIOGENES FELIX DA SILVA COSTA Universidade Federal do Rio Grande do Norte,,"9,98",SA,Geociências Recomendada Não Aprovada -,,,
2,440127/2026-2,CHARLLES DA FRANCA ANTUNES Universidade Federal da Bahia,,"10,00",SA,Geografia Recomendada Não Aprovada -,,,
2,440208/2026-2,FABIOLA CASTELO DE SOUZA CORDOVIL Universidade Estadual de Maringá,,"8,94",SA,Arquitetura e Urbanismo Recomendada Não Aprovada -,,,
2,440246/2026-1,TATIANA SOUZA DE CAMARGO Universidade Federal do Rio Grande do Sul,,"8,11",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
2,440622/2026-3,MARTA INEZ MACHADO VERDI Universidade do Estado do Amazonas,,"10,00",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
2,460024/2025-6,STELA NAZARETH MENEGHEL,,"7,00",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
2,440423/2026-0,CARLOS HENRIQUE CAMARGO Instituto Adolfo Lutz,,"7,33",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
2,460150/2025-1,JAIRO DOMINGOS DE MORAIS Universidade da Integração Internacional da Lusofonia Afro-Brasileira,,"8,33",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
2,440846/2026-9,LUCIANA PAULA CADORE STEFANI Hospital de Clínicas de Porto Alegre,,"8,00",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
2,440857/2026-0,MARIANA OLIVIA SANTANA DOS SANTOS Fundação Oswaldo Cruz,,"8,05",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
2,440224/2026-8,LOURDES CONCEICAO MARTINS Universidade Católica de Santos,,"7,67",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
2,440034/2026-4,BETANIA DA MATA RIBEIRO GOMES Universidade de Pernambuco,,"8,50",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
2,441039/2026-0,URSULA DA SILVEIRA MATTE Hospital de Clínicas de Porto Alegre,,"8,09",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
2,460044/2025-7,PAULO ALESCIO CANOLA Universidade Estadual Paulista Júlio de Mesquita Filho,,"9,37",VT,Medicina Veterinária Recomendada Não Aprovada -,,,
2,440871/2026-3,TAINARA MICAELE BEZERRA PEIXOTO Associação Médica do Paraná,,"9,01",VT,Medicina Veterinária Recomendada Não Aprovada -,,,
3,440826/2026-8,ELIZABETH MOTTA JACOB Universidade Federal do Rio de Janeiro,,"8,56",AC,Artes Recomendada Não Aprovada -,,,
3,441244/2026-2,RAVI SHANKAR MAGNO VIANA DOMINGUES Universidade Federal da Paraíba,,"7,63",AC,Artes Recomendada Não Aprovada -,,,
3,440091/2026-8,PEDRO HENRIQUE VARONI DE CARVALHO Universidade Federal de São Carlos,,"7,17",AC,Artes Recomendada Não Aprovada -,,,
3,460117/2025-4,ALLAN SOLJENITSIN BARRETO RODRIGUES Universidade Federal do Amazonas,,"9,11",AC,Comunicação Recomendada Não Aprovada -,,,
3,440812/2026-7,JAIRO GETULIO FERREIRA Universidade Federal da Bahia,,"9,00",AC,Comunicação Recomendada Não Aprovada -,,,
3,460188/2025-9,MARCELO FERNANDES Sociedade Brasileira de Finanças,,"9,00",AE,Economia Recomendada Não Aprovada -,,,
3,441008/2026-7,OSCARLINA LUCIA DOS SANTOS WEBER Universidade Federal de Mato Grosso,,"7,65",AG,Agronomia Recomendada Não Aprovada -,,,
